12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5
7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5
7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5
11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6
7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6
7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6
8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6
10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5
10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7
7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6
10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5
9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5
8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5
10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5
10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5
6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7
9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5
10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6
8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6
8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5
8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
7.9,0.3,0.68,8.3,0.05,37.5,278,0.99316,3.01,0.51,12.3,7
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7
7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
6.3,0.57,0.28,2.1,0.048,13,49,0.99374,3.41,0.6,12.8,5
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7
10.8,0.47,0.43,2.1,0.171,27,66,0.9982,3.17,0.76,10.8,6
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2,6
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7
8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6
10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7
10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7
