37,0,106,0,34,-3,69,72,4,1
41,-2,86,0,42,9,46,45,0,1
41,5,102,0,38,0,61,63,2,1
48,0,78,0,46,-7,30,32,2,1
50,5,78,0,50,0,29,29,0,1
37,0,80,0,8,14,43,72,30,1
56,5,97,0,42,0,40,55,14,4
37,-27,77,0,20,0,40,57,16,1
55,4,81,7,54,0,26,27,0,1
56,1,84,0,56,11,29,28,0,1
56,0,96,0,52,-28,40,44,4,4
37,0,104,0,16,-22,67,89,22,1
47,-1,76,-4,46,-6,30,30,0,1
41,1,76,0,42,15,35,35,0,1
45,-5,88,0,46,8,42,41,0,1
52,0,84,0,52,-5,32,33,0,1
56,0,97,0,54,27,41,42,2,1
56,0,97,0,54,-22,40,42,2,1
46,2,88,0,46,2,42,41,0,1
37,1,106,-7,28,0,68,77,8,1
37,0,79,0,16,-12,42,63,22,1
41,0,80,-4,42,0,39,39,0,1
37,0,75,0,26,19,38,49,12,1
41,0,83,-5,38,-5,42,44,2,1
46,3,77,0,46,0,31,31,0,1
37,0,106,-7,28,-11,69,78,8,1
56,0,86,0,56,0,29,29,0,1
51,5,79,0,50,0,28,30,2,1
45,0,78,-1,44,-5,33,34,2,1
37,1,76,0,36,3,39,39,0,1
41,1,77,8,42,13,36,35,0,1
41,0,83,-2,38,-2,42,44,2,1
37,0,76,0,28,7,39,47,8,1
45,0,102,0,44,-4,57,58,2,1
55,0,86,-3,56,31,31,30,0,1
42,0,84,0,42,-1,42,43,2,1
45,0,86,-2,44,-12,40,42,2,1
49,0,84,0,46,-10,36,38,2,1
49,0,85,0,50,16,36,36,0,1
37,0,81,0,30,18,45,50,6,1
41,0,77,6,42,24,36,35,0,1
56,0,99,4,46,0,42,52,10,4
39,0,79,0,38,-1,41,41,0,1
45,0,88,0,46,23,43,42,0,1
40,0,79,6,38,0,39,41,2,1
101,0,102,0,72,15,1,30,28,5
47,-5,81,0,46,0,35,35,0,1
37,1,75,0,28,0,38,46,8,1
51,0,89,3,52,4,38,37,0,1
42,3,90,1,42,0,48,49,0,1
37,-1,83,10,24,0,46,59,14,1
46,0,81,-2,46,11,35,34,0,1
44,0,87,-2,44,8,43,43,0,1
37,-5,81,2,36,0,44,44,0,1
84,0,87,0,0,3,3,87,84,5
55,0,98,0,44,-10,42,54,12,4
38,3,76,0,38,1,38,37,0,1
41,0,81,7,38,-9,40,42,2,1
45,-3,79,0,46,15,33,32,0,1
42,4,108,-2,42,-2,66,66,0,1
39,0,79,-3,38,0,40,40,0,1
55,3,77,0,54,0,22,23,2,1
41,0,83,-3,38,-14,42,44,2,1
51,4,78,0,50,0,27,29,2,1
41,0,85,1,38,-19,44,46,2,1
48,-1,95,0,46,-5,47,49,2,1
37,0,108,-3,34,0,71,75,4,1
37,0,93,4,26,3,55,67,12,1
43,0,81,-1,42,0,38,39,2,1
45,0,81,0,44,-1,36,37,2,1
37,0,81,7,8,0,44,73,28,1
39,0,76,2,38,0,38,37,0,1
48,0,88,0,46,-4,40,42,2,1
56,-1,96,0,54,28,40,42,2,1
47,-1,88,0,46,0,40,41,0,1
44,0,81,4,44,5,37,37,0,1
55,0,96,2,42,-19,41,55,14,4
55,-3,93,0,46,0,37,46,8,4
45,0,81,-2,44,-6,36,37,2,1
38,1,103,2,34,0,65,69,4,1
49,0,79,1,50,4,30,30,0,1
41,0,79,0,42,17,38,37,0,1
49,0,81,0,46,-8,33,35,2,1
47,0,81,8,46,0,34,35,0,1
37,0,77,0,36,976,39,41,2,1
49,3,82,0,50,0,33,33,0,1
56,0,77,0,46,25,22,31,10,4
55,-1,82,-3,-20,16,26,103,76,4
55,0,97,0,50,-25,41,48,6,4
39,-3,91,0,6,16,52,86,34,1
37,0,76,-3,28,-10,39,47,8,1
37,1,76,3,34,0,39,43,4,1
37,0,77,0,6,11,40,72,32,1
37,-2,76,0,36,-24,38,39,2,1
55,0,79,0,24,-2,23,55,32,4
58,3,83,0,56,0,26,26,0,1
51,1,86,0,52,28,35,34,0,1
56,0,79,0,8,12,24,72,48,4
49,0,83,0,46,-10,34,36,2,1
56,0,96,0,56,9,40,39,0,1
54,-3,88,0,54,0,34,33,0,1
51,0,84,0,50,-5,34,35,2,1
37,0,79,0,24,-7,42,55,14,1
55,0,94,2,18,-3,39,76,38,4
46,1,77,0,46,11,32,31,0,1
48,0,77,-1,46,0,29,31,2,1
55,0,79,0,26,19,23,53,30,4
46,-1,79,2,46,0,33,32,0,1
56,0,77,0,16,-20,22,62,40,4
56,0,97,0,46,3,41,51,10,4
43,-5,77,1,44,13,34,34,0,1
56,2,97,0,52,-3,40,45,4,4
41,2,79,0,38,-13,38,40,2,1
55,2,86,0,54,0,30,32,2,1
43,0,76,14,44,26,33,32,0,1
37,0,76,0,24,23,40,53,14,1
49,2,86,0,50,23,38,37,0,1
37,0,77,8,24,10,41,54,14,1
56,-2,99,4,38,-4,43,60,18,4
45,0,84,0,46,19,38,37,0,1
50,3,78,-5,50,0,29,29,0,1
49,0,86,0,46,-15,38,40,2,1
54,0,88,-7,54,0,35,34,0,1
49,4,106,0,50,10,56,57,0,1
46,0,84,2,46,0,38,37,0,1
59,0,86,-6,60,19,27,26,0,1
43,0,81,0,44,30,37,37,0,1
51,0,91,0,50,-3,40,42,2,1
59,1,86,2,60,21,28,27,0,1
57,-3,92,0,56,0,35,35,0,1
44,-1,80,-4,44,0,36,36,0,1
37,0,76,-3,24,8,39,52,14,1
37,0,82,0,-4,-12,45,87,42,1
56,0,97,0,56,4,40,40,0,1
55,0,96,5,38,0,41,57,16,4
44,-2,108,0,42,-27,64,66,2,1
45,0,93,4,44,0,49,50,0,1
48,0,108,1,46,0,59,61,2,1
55,3,74,1,-4,-1,18,79,60,4
56,5,80,5,20,-11,24,59,36,4
56,0,96,0,44,-4,40,52,12,4
41,0,76,0,38,-15,34,37,2,1
37,0,104,5,24,-11,67,81,14,1
37,0,80,0,18,-24,43,62,18,1
37,0,76,-3,28,1,39,47,8,1
53,0,77,0,54,2,24,23,0,1
48,2,77,1,46,0,30,31,2,1
38,0,77,8,38,8,39,38,0,1
55,0,77,-3,-4,31,21,82,60,4
37,0,93,-4,12,0,55,80,24,1
36,-3,83,5,36,0,46,46,0,1
42,4,86,0,42,0,44,44,0,1
45,-5,100,0,44,0,55,56,0,1
46,1,88,-7,44,-28,43,44,2,1
51,0,86,0,52,29,36,35,0,1
79,0,83,-1,-42,-29,4,126,122,5
37,0,77,0,34,-7,40,43,2,1
46,-4,77,0,46,6,32,31,0,1
37,0,81,0,26,4,44,55,10,1
43,-1,82,0,44,26,39,38,0,1
41,0,76,0,42,18,35,34,0,1
54,0,103,1,54,0,49,49,0,1
50,2,102,0,50,0,52,53,0,1
55,0,92,0,-2,-4,36,94,58,4
49,0,77,-1,50,6,28,28,0,1
47,0,86,0,46,-1,39,39,0,1
37,0,106,-2,28,-19,69,78,8,1
37,0,79,0,18,4,43,61,18,1
37,-5,76,0,20,0,39,55,16,1
37,0,75,0,28,24,38,46,8,1
41,0,79,4,38,-9,38,40,2,1
46,-3,76,-2,46,-3,30,30,0,1
52,-1,81,0,52,-6,29,30,0,1
37,0,78,0,8,25,41,70,30,1
37,3,77,0,-22,13,40,101,60,1
37,0,76,0,20,-6,39,55,16,1
56,0,77,0,-20,22,21,97,76,4
45,0,88,0,44,2503,42,44,2,1
104,4,106,4,70,0,1,36,34,5
40,2,85,0,38,0,45,46,2,1
45,0,80,3,44,0,35,36,2,1
43,1,76,0,44,26,32,32,0,1
56,0,77,2,-2,-6,21,79,58,4
55,0,77,0,-24,21,21,103,82,4
53,-2,108,0,54,0,55,54,0,1
56,0,77,0,18,28,22,59,38,4
51,0,83,0,50,-19,31,33,2,1
51,0,86,-6,50,-9,36,37,2,1
51,3,91,0,52,14,40,39,0,1
105,-2,107,0,72,0,1,35,34,5
37,-3,80,0,36,0,43,44,0,1
37,0,80,0,38,21,43,41,0,1
49,0,106,0,50,10,57,57,0,1
37,0,77,0,34,10,41,44,2,1
37,0,83,0,38,12,45,44,0,1
86,3,89,0,2,0,3,86,84,5
56,0,79,0,54,-25,23,24,2,1
42,0,77,0,42,5,35,35,0,1
37,0,80,0,30,-7,43,49,6,1
55,0,77,0,16,-16,22,62,40,4
56,0,77,0,-18,9,21,95,74,4
55,4,77,0,26,-5,22,52,30,4
43,0,86,8,42,-8,43,45,2,1
81,-35,107,0,62,-10,26,45,18,3
44,-2,76,-7,44,0,31,32,0,1
43,0,87,0,42,-8,44,46,2,1
55,0,79,0,10,25,23,68,46,4
53,3,86,0,54,3,32,32,0,1
42,0,87,8,42,0,45,46,0,1
83,0,87,8,-4,10,4,92,88,5
46,0,87,-2,46,-4,41,41,0,1
41,0,75,0,38,-4,34,36,2,1
47,-1,95,0,46,0,48,49,0,1
55,0,96,-1,50,0,41,47,6,4
52,3,77,0,52,0,25,25,0,1
51,-1,88,0,50,-11,37,39,2,1
43,3,85,0,42,0,42,44,2,1
37,0,77,0,30,-16,40,46,6,1
37,0,82,0,18,-13,45,64,18,1
37,0,83,0,0,-2,46,83,36,1
37,0,83,6,36,0,46,46,0,1
37,0,79,0,28,-37,43,51,8,1
49,0,87,6,50,1,38,38,0,1
37,5,79,0,36,0,43,43,0,1
37,0,83,0,-2,-22,47,86,40,1
44,0,76,2,44,0,32,32,0,1
37,0,77,0,-22,5,41,101,60,1
37,-5,81,0,36,0,44,45,0,1
55,0,82,1,-18,-11,26,100,74,4
51,-3,77,0,52,22,26,25,0,1
55,0,92,0,36,-1,37,56,20,4
56,1,88,0,54,-3,32,33,2,1
53,0,103,0,52,-14,50,51,2,1
56,3,82,0,56,15,26,25,0,1
37,0,92,0,16,5,54,76,22,1
49,-1,83,-3,46,10,34,37,2,1
43,0,76,17,42,-5,33,35,2,1
42,5,81,0,42,0,39,40,0,1
106,0,108,0,72,2,1,35,34,5
43,0,81,0,42,0,38,40,2,1
46,0,83,3,44,-26,37,39,2,1
41,0,109,2,38,-4,68,70,2,1
64,-2,111,1,62,-4,47,49,2,1
41,1,79,0,42,14,38,38,0,1
37,0,106,0,36,0,68,69,2,1
44,3,81,0,44,22,37,37,0,1
37,0,79,-2,36,-4,42,43,2,1
45,4,83,0,44,0,37,39,2,1
55,5,79,0,54,0,24,25,2,1
43,0,76,0,44,23,33,32,0,1
43,1,85,0,42,-2,42,44,2,1
37,0,75,-2,28,-4,38,46,8,1
81,5,84,2,-20,0,4,105,102,5
56,2,86,0,54,-7,30,32,2,1
38,0,81,0,38,1,43,42,0,1
45,0,77,4,44,0,32,34,2,1
49,-1,81,0,46,-19,33,35,2,1
59,1,84,0,56,-8,25,27,2,1
37,-28,106,5,36,0,69,69,0,1
37,0,94,0,34,5,57,61,4,1
44,0,76,4,42,-28,32,35,2,1
47,1,83,7,46,0,37,37,0,1
45,0,81,-1,44,-9,36,37,2,1
44,0,79,0,44,16,36,35,0,1
76,0,80,-2,-42,-8,4,124,120,5
42,0,81,-7,42,0,39,40,0,1
56,0,95,0,42,-14,40,54,14,4
55,2,84,0,54,-6,29,30,2,1
41,0,79,3,38,-6,39,41,2,1
47,-1,85,-1,46,-1,38,39,0,1
41,0,87,1,38,-14,46,48,2,1
42,0,77,-6,42,0,34,35,2,1
37,0,79,0,2,24,42,76,34,1
43,-4,75,0,42,0,32,34,2,1
41,0,76,0,38,-23,35,37,2,1
41,0,79,0,42,20,38,37,0,1
40,2,106,5,38,0,66,67,2,1
38,0,81,0,36,-30,43,44,2,1
56,0,97,0,56,30,41,40,0,1
45,4,95,0,44,0,51,51,0,1
56,0,92,-1,46,0,36,46,10,4
56,-4,95,0,54,0,40,41,2,1
56,0,81,0,-20,-3,25,102,76,4
51,-65,88,0,8,5,37,81,44,3
47,3,82,0,46,0,34,35,0,1
45,-2,84,0,44,-10,38,40,2,1
47,0,109,6,46,0,62,62,0,1
53,0,81,0,52,-10,28,30,2,1
37,0,79,0,34,8,42,46,4,1
55,0,98,0,54,20,42,44,2,1
40,1,90,3,38,0,49,51,2,1
37,0,79,0,10,14,43,69,26,1
37,0,97,0,34,1,60,64,4,1
55,0,77,0,10,-14,21,66,46,4
37,0,77,0,24,22,40,54,14,1
37,0,76,8,38,1,39,37,0,1
55,0,77,0,16,20,22,62,40,4
43,0,81,0,44,25,38,37,0,1
41,-2,77,0,42,2,36,35,0,1
55,0,92,0,34,-5,37,59,22,4
46,-1,77,0,46,5,31,30,0,1
42,4,79,0,42,0,38,38,0,1
51,0,85,0,50,-1,34,36,2,1
51,0,78,-1,52,27,27,26,0,1
47,-1,95,1,46,0,48,49,0,1
46,0,85,0,46,19,39,39,0,1
46,0,88,4,46,0,42,42,0,1
45,4,76,0,44,0,32,32,0,1
45,1,108,0,44,0,63,64,2,1
58,-1,91,0,56,0,33,34,0,1
52,-5,81,0,52,0,29,30,0,1
46,0,88,0,44,-29,43,44,2,1
39,4,102,0,38,0,62,63,0,1
45,0,85,1,44,-10,40,41,2,1
50,1,83,0,50,0,33,34,0,1
41,-2,76,0,42,16,35,35,0,1
43,0,102,0,44,12,59,58,0,1
46,0,83,-5,46,17,37,37,0,1
41,2,80,0,38,-28,39,41,2,1
38,0,107,0,36,-27,69,71,2,1
39,-8,90,1,6,0,52,85,34,1
44,0,76,5,44,3,32,32,0,1
44,1,77,0,44,0,33,34,0,1
50,-4,90,0,50,0,39,41,2,1
37,0,79,0,36,21,42,43,2,1
85,0,88,-5,6,0,3,83,80,5
55,0,81,0,54,-18,26,27,2,1
51,0,83,0,50,-5,32,34,2,1
43,-3,84,0,44,22,41,41,0,1
56,0,76,0,-12,6,20,89,68,4
47,0,85,1,46,0,38,39,0,1
42,-3,81,0,42,0,39,40,2,1
47,2,87,-1,46,0,40,41,0,1
45,-4,81,0,44,0,36,37,2,1
37,0,84,0,24,-1,47,61,14,1
81,0,84,0,-14,5,3,100,96,5
42,0,83,7,42,0,41,42,2,1
50,5,87,-1,50,0,37,38,0,1
46,-1,85,-1,46,0,39,39,0,1
37,5,100,0,28,0,63,72,8,1
82,0,86,0,-2,14,3,88,84,5
53,0,87,-5,52,-9,34,35,2,1
46,4,78,0,46,9,32,32,0,1
37,0,97,0,18,-18,60,79,18,1
56,0,77,-4,24,-3,22,54,32,4
37,0,80,0,34,-26,43,46,2,1
41,0,84,-3,42,-3,43,43,0,1
56,0,86,0,54,-14,31,32,2,1
41,-3,108,1,42,0,67,67,0,1
56,0,82,0,54,-18,26,28,2,1
37,0,79,-1,6,-18,43,74,32,1
43,0,99,0,42,-7,56,58,2,1
49,0,88,-1,50,27,39,39,0,1
49,2,82,0,50,25,33,33,0,1
37,0,104,0,26,-3,67,78,12,1
45,4,86,0,44,-2,40,42,2,1
39,0,79,-1,38,-2,40,40,0,1
51,0,86,-1,50,-20,36,37,2,1
80,4,84,0,-28,-13,4,112,108,5
37,0,76,0,20,-3,40,55,16,1
37,0,77,0,2,-3,40,75,34,1
49,-1,82,0,50,0,33,33,0,1
42,0,81,-18,42,0,38,39,2,1
45,-1,108,0,44,0,63,64,2,1
55,0,93,0,6,-3,37,88,50,4
56,1,98,0,52,10,42,46,4,4
61,0,111,0,62,23,50,49,0,1
79,1,83,0,-42,0,4,127,122,5
105,0,106,-7,72,5,1,33,32,5
37,0,79,0,16,2,43,64,22,1
55,0,77,0,-22,-6,21,100,78,4
46,-1,78,-3,46,-20,32,32,0,1
49,0,82,0,50,1,33,33,0,1
56,0,96,2,42,1,40,55,14,4
41,0,81,1,42,3,39,39,0,1
37,0,76,0,34,13,39,43,4,1
37,0,97,-5,30,0,60,66,6,1
55,0,76,0,-14,-9,21,92,70,4
41,4,76,0,38,-16,35,37,2,1
45,0,82,-30,44,0,37,38,0,1
37,0,107,0,28,-7,69,78,8,1
51,0,77,0,50,-26,26,28,2,1
56,0,97,0,46,4,41,51,10,4
45,0,86,-6,44,-9,40,42,2,1
45,0,84,3,44,0,39,40,2,1
52,3,84,0,52,0,32,32,0,1
55,-5,78,0,16,-1,23,63,40,4
37,0,82,8,-2,4,45,85,40,1
38,2,79,0,38,7,41,40,0,1
37,0,83,2,-2,0,46,85,40,1
37,3,82,-3,34,0,45,48,4,1
53,-1,91,0,54,0,38,37,0,1
41,0,80,-1,42,1,39,39,0,1
56,0,81,0,-4,20,25,86,62,4
48,-5,77,0,46,-4,29,31,2,1
56,0,92,0,52,13,36,40,4,4
40,4,85,0,38,0,45,46,2,1
37,3,77,0,34,-13,39,43,4,1
55,0,96,-1,50,-9,41,47,6,4
45,1,86,0,46,28,41,40,0,1
55,2,85,0,54,0,31,31,0,1
74,5,78,6,-42,-1,4,122,118,5
56,0,81,0,-20,-9,25,102,76,4
82,0,86,0,-40,2,5,128,124,5
55,0,83,0,-30,-9,27,114,86,4
49,0,78,-7,46,-20,29,32,2,1
43,4,77,0,42,0,34,36,2,1
37,0,77,0,-14,6,40,92,52,1
46,0,83,-1,46,5,37,36,0,1
37,0,80,0,28,21,43,52,8,1
49,2,81,0,50,0,31,32,0,1
37,0,77,0,28,69,40,48,8,1
41,1,88,0,42,0,47,47,0,1
56,-2,96,0,56,3,40,39,0,1
37,0,79,0,6,-21,43,74,32,1
45,1,86,0,44,-3,40,42,2,1
37,0,78,0,2,-19,41,75,34,1
54,-5,77,-22,-4,-30,23,82,60,4
62,0,110,3,62,0,48,48,0,1
38,0,83,0,36,-22,45,47,2,1
41,-1,100,0,42,6,59,59,0,1
37,0,78,0,24,27,42,55,14,1
39,-6,76,-1,-2,0,37,79,42,1
56,0,96,-4,50,0,40,47,6,4
37,0,75,1,24,0,38,52,14,1
37,-1,100,0,36,0,64,64,0,1
37,0,83,-1,-4,-7,46,88,42,1
76,-2,81,0,-40,0,4,122,118,5
37,-2,81,0,36,0,44,44,0,1
42,-3,83,0,42,0,42,42,0,1
46,0,108,-4,46,3,62,61,0,1
47,1,106,0,46,0,59,60,0,1
55,0,93,-1,46,-14,37,46,8,4
56,0,97,0,46,-21,41,50,10,4
56,0,86,0,56,12,30,29,0,1
55,0,95,0,44,4,40,51,12,4
37,3,104,0,18,6,66,86,20,1
37,0,77,-1,28,-1,40,48,8,1
52,0,81,0,52,-1,29,30,0,1
56,4,98,0,38,-11,42,59,18,4
82,0,86,0,-42,-23,4,130,126,5
37,0,76,0,24,-1,40,53,14,1
56,0,81,0,-10,-22,25,92,66,4
44,3,83,0,44,0,38,39,0,1
40,-5,84,0,38,0,45,46,2,1
56,0,76,0,-14,-16,20,92,72,4
37,0,77,0,18,-5,40,59,18,1
37,0,80,0,36,-22,43,44,2,1
37,0,82,0,26,5,45,56,12,1
37,0,104,-6,18,13,67,86,18,1
55,-1,97,-3,46,-5,41,50,8,4
37,0,80,0,36,2,43,44,0,1
44,0,75,-1,44,7,31,31,0,1
45,1,80,0,44,0,35,36,0,1
41,-4,79,0,42,0,38,37,0,1
55,0,77,0,-24,6,22,103,82,4
46,0,76,-4,46,0,29,29,0,1
56,-2,96,-4,52,0,40,44,4,4
44,-1,86,0,44,10,43,42,0,1
54,0,84,2,54,0,30,30,0,1
56,0,78,0,8,31,22,70,48,4
55,-1,85,0,54,-4,30,31,2,1
37,0,96,0,34,10,59,62,4,1
56,0,79,1,0,0,24,79,56,4
52,5,88,2,52,0,36,36,0,1
39,5,77,0,38,0,38,38,0,1
46,0,76,4,46,1,30,30,0,1
46,0,87,0,46,-1,41,41,0,1
37,0,79,0,26,-3,43,54,10,1
37,1,90,0,28,29,53,62,8,1
45,-2,89,2,44,0,44,45,0,1
55,-2,96,3,52,0,41,44,4,4
55,0,78,-2,42,-1,23,37,14,4
55,0,77,-2,24,-5,21,54,32,4
37,0,78,0,10,-28,41,68,26,1
37,0,83,0,34,-20,46,49,2,1
45,0,82,-59,44,0,37,38,0,1
41,-1,89,0,38,-11,48,50,2,1
56,1,82,0,56,11,26,25,0,1
71,-35,107,0,60,-26,35,47,12,3
79,0,83,0,-38,0,4,122,118,5
37,0,83,0,0,6,47,83,36,1
53,0,81,0,52,-20,28,30,2,1
40,3,77,0,38,0,37,38,2,1
45,1,83,-6,44,-9,38,39,2,1
49,2,79,2,50,30,30,30,0,1
55,0,81,0,54,-4,25,26,2,1
41,-1,80,0,38,-15,39,41,2,1
37,0,79,0,28,8,42,50,8,1
44,7,79,0,42,0,35,37,2,1
38,1,86,0,38,8,49,48,0,1
38,1,93,-1,38,0,55,55,0,1
42,0,87,0,42,0,45,46,2,1
37,-5,82,0,36,-1,45,46,0,1
105,1,108,0,70,0,2,38,36,5
56,0,97,2,46,1,41,50,10,4
50,0,81,-1,50,-1,30,32,2,1
55,0,79,1,24,-8,23,55,32,4
47,-2,95,-4,46,0,48,48,0,1
49,3,83,0,46,-3,34,37,2,1
64,1532,106,-2,34,-35,42,72,30,6
44,0,81,1,44,11,37,37,0,1
43,-5,106,0,42,-9,62,64,2,1
41,0,85,0,38,0,44,46,2,1
44,0,77,0,44,5,34,34,0,1
48,-3,89,0,46,0,41,42,2,1
41,-1,108,-1,38,-14,67,69,2,1
56,0,79,0,10,6,23,68,46,4
46,0,93,0,46,6,48,47,0,1
37,0,81,0,18,-22,44,63,18,1
45,-2,86,0,44,-18,40,42,2,1
45,0,84,3,44,-7,39,41,2,1
82,3,85,0,-12,0,3,98,94,5
41,0,86,0,42,18,45,44,0,1
55,0,80,0,-10,0,25,90,66,4
43,0,77,0,42,-13,34,36,2,1
50,0,85,-3,50,0,35,36,0,1
47,-2,76,0,46,0,28,29,0,1
37,0,103,0,30,12,66,72,6,1
55,0,78,0,18,0,23,60,38,4
46,4,81,0,46,3,35,35,0,1
55,0,92,1,26,7,37,66,30,4
38,0,82,0,38,4,44,43,0,1
79,-1,83,0,-30,0,4,114,110,5
56,-1,92,0,56,21,36,35,0,1
52,2,81,1,52,0,29,30,0,1
37,0,76,-2,34,0,39,42,4,1
51,0,102,0,50,-21,51,53,2,1
44,0,87,-7,44,0,43,43,0,1
37,0,78,0,16,12,41,63,22,1
52,-5,102,0,52,0,50,50,0,1
42,3,88,0,42,0,45,46,2,1
39,2,82,0,38,0,43,43,0,1
46,2,83,0,44,-18,37,39,2,1
56,3,97,0,52,0,41,45,4,4
45,-3,82,8,44,0,37,38,2,1
49,-3,87,0,50,0,38,38,0,1
47,-1,90,0,46,0,42,43,0,1
43,-1,79,0,44,20,35,35,0,1
37,0,107,1,26,0,69,81,12,1
79,0,83,0,-32,68,4,117,112,5
50,4,102,0,50,0,52,53,0,1
56,0,97,0,46,7,41,50,10,4
38,3,77,0,36,-23,39,41,2,1
37,0,77,2,26,6,40,51,12,1
37,0,81,0,38,23,44,43,0,1
46,0,76,0,46,5,30,30,0,1
39,-3,77,0,38,0,38,38,0,1
56,0,77,0,44,-5,22,34,12,4
56,-1,97,-1,46,0,41,51,10,4
56,2,85,0,56,0,29,28,0,1
41,3,93,0,42,13,52,52,0,1
58,-5,96,0,56,0,38,39,0,1
56,0,79,0,12,22,23,66,42,4
38,0,94,0,36,9,56,58,2,1
55,-1,77,-6,44,0,22,34,12,4
37,0,93,0,10,-12,56,83,28,1
42,-2,108,0,42,0,65,66,2,1
42,23,77,0,28,0,35,48,14,2
37,0,77,-2,36,-4,40,41,0,1
38,4,106,0,34,0,68,72,4,1
45,0,84,0,44,-3,39,41,2,1
37,0,78,-6,2,2,41,75,34,1
49,0,83,0,46,-8,34,36,2,1
59,0,86,0,56,-17,28,30,2,1
37,0,83,4,8,-5,47,75,28,1
37,0,93,0,28,20,55,64,8,1
45,0,82,0,46,10,37,35,0,1
44,0,86,0,42,-28,42,44,2,1
52,0,77,-3,52,0,26,26,0,1
37,0,79,0,2,-12,42,76,34,1
39,4,78,1,38,0,39,39,0,1
43,0,81,5,42,-3,38,40,2,1
53,3,82,0,52,-6,29,30,2,1
43,0,86,-2,42,-16,43,45,2,1
